Lab Code,Species,lipid,c12.0,c13.0,Iso14,c14.0,c14.1w9,c14.1w7,c14.1w5,Iso15,Anti15,c15.0,c15.1w8,c15.1w6,Iso16,c16.0,c16.1w11,c16.1w9,c16.1w7,c7Me16.0,c16.1w5,c16.2w6,Iso17,c16.2w4,c16.3w6,c17.0,c16.3w4,c17.1,c16.3w1,c16.4w3,c16.4w1,c18.0,c18.1w13,c18.1w11,c18.1w9,c18.1w7,c18.1w5,"c18.2d5,11",c18.2w7,c18.2w6,c18.2w4,c18.3w6,c18.3w4,c18.3w3,c18.3w1,c18.4w3,c18.4w1,c20.0,c20.1w11,c20.1w9,c20.1w7,c20.2w9,c20.2w6,c20.3w6,c20.4w6,c20.3w3,c20.4w3,c20.5w3,c22.1w11,c22.1w9,c22.1w7,c22.2w6,c21.5w3,c22.4w6,c22.5w6,c22.4w3,c22.5w3,c22.6w3,c24.1w9
P375           ,coho,4.98,0.07,0.02,0.04,4.93,0.1,0.04,0.07,0.19,0.07,0.41,0.01,0.02,0.2,20.58,0.52,0.2,6.8,0.24,0.03,0.12,0.02,0.07,0.98,0.26,0.66,0.17,0,0.16,0.7,3.67,0.09,0.13,11.45,5.07,0.14,0,0.08,1.24,0.13,0.17,0.21,1.26,0.06,2.31,0.17,0.09,0.15,0.35,0.3,0.02,0.13,0.16,2.3,0.08,0.82,12.82,0.14,0.08,0.08,0.01,0.54,0.12,0.21,0.06,4.93,12.6,0.29
P376           ,coho,2.09,0.08,0.02,0.02,2.73,0.07,0.02,0.03,0.12,0.05,0.35,0,0.01,0.25,19.01,0.34,0.22,4.01,0.17,0.08,0.05,0.12,0.14,0.39,0.36,0.26,0.23,0,0.17,0.2,5.28,0.08,0.09,12.85,3.99,0.19,0.04,0.04,0.92,0.1,0.13,0.13,0.83,0.07,1.13,0.07,0.14,0.23,0.71,0.28,0.01,0.19,0.13,2.4,0.12,0.59,10.61,0.2,0.14,0.1,0.02,0.34,0.12,0.28,0.06,4.48,22.77,0.75
P377           ,coho,2.64,0.07,0.02,0.03,3.57,0.07,0.03,0.05,0.15,0.05,0.36,0.01,0.01,0.22,19.08,0.4,0.21,5.08,0.19,0.04,0.08,0.16,0.11,0.63,0.26,0.38,0.28,0,0.18,0.36,3.66,0.09,0.16,15.02,4.33,0.17,0.04,0.06,1.08,0.12,0.13,0.18,1.13,0.06,1.71,0.12,0.08,0.49,0.58,0.28,0.02,0.16,0.13,2.14,0.08,0.79,11.5,0.25,0.11,0.06,0,0.42,0.12,0.23,0.06,4.48,17.54,0.43
P469           ,coho,1.51,0.05,0.02,0.03,3.87,0.1,0.03,0.05,0.16,0.05,0.35,0.01,0.01,0.23,19.52,0.43,0.19,5.63,0.2,0.03,0.09,0.17,0.09,0.78,0.21,0.48,0.25,0,0.12,0.46,4.15,0.06,0.14,11.88,4.86,0.15,0.06,0.08,1.14,0.12,0.15,0.19,1.13,0.06,1.81,0.15,0.09,0.19,0.41,0.29,0.02,0.14,0.12,1.89,0.07,0.79,13.16,0.12,0.11,0.07,0,0.44,0.12,0.23,0.05,4.62,17.02,0.41
P470           ,coho,2.8,0.05,0.02,0.03,3.64,0.09,0.03,0.05,0.14,0.05,0.33,0.01,0.01,0.21,18.07,0.41,0.22,5.36,0.19,0.05,0.09,0.15,0.17,0.68,0.26,0.43,0.24,0,0.18,0.41,4.02,0.08,0.2,13,4.35,0.23,0.05,0.06,1.08,0.15,0.14,0.19,1.06,0.08,1.73,0.17,0.09,0.71,0.85,0.29,0.02,0.16,0.11,2.08,0.08,0.75,11.75,0.79,0.18,0.07,0.01,0.44,0.13,0.22,0.05,4.36,18.18,0.61
P471           ,coho,4.13,0.04,0.01,0.01,2.96,0.14,0.02,0.04,0.07,0.02,0.21,0.01,0.01,0.19,21.54,0.21,0.17,5.11,0.13,0.02,0.08,0.09,0.09,0.87,0.13,0.89,0.16,0,0.1,0.58,4.22,0.06,0.13,15.2,5.16,0.23,0.03,0.08,0.65,0.23,0.11,0.34,0.26,0.06,0.88,0.22,0.11,0.38,0.87,0.31,0.04,0.17,0.09,1.64,0.03,0.47,12.72,0.61,0.17,0.13,0.01,0.45,0.07,0.11,0.03,3.37,16.09,0.46
P472           ,coho,2.81,0.03,0.03,0.02,2.75,0.14,0.01,0.04,0.1,0.04,0.33,0.01,0.01,0.16,13.94,0.35,0.3,4.1,0.23,0.13,0.04,0.1,0.25,0.28,0.33,0.22,0.35,0,0.14,0.17,4.05,0.06,0.75,13.75,2.79,0.63,0.08,0.05,1.1,0.2,0.09,0.21,0.76,0.1,0.97,0.28,0.08,0.92,2.59,0.21,0.05,0.26,0.15,1.66,0.13,1.97,10.6,1.74,0.33,0.07,0.02,0.37,0.15,0.18,0.08,5.04,22.12,0.91
P473           ,coho,3.6,0.04,0.02,0.01,2.64,0.1,0.02,0.04,0.08,0.03,0.25,0.01,0.01,0.16,16.4,0.29,0.28,4.84,0.15,0.06,0.05,0.09,0.17,0.47,0.21,0.34,0.22,0,0.11,0.28,4.64,0.07,0.34,15.54,3.98,0.35,0.09,0.06,0.85,0.2,0.1,0.25,0.56,0.08,0.81,0.25,0.1,0.41,1.48,0.26,0.03,0.19,0.12,1.96,0.08,1.07,10.96,0.71,0.22,0.08,0.01,0.36,0.12,0.16,0.06,4.62,20.89,0.72
P474           ,coho,2.24,0.03,0.01,0.01,2.59,0.12,0.01,0.03,0.08,0.03,0.22,0,0.01,0.24,19.72,0.24,0.18,4.32,0.12,0.03,0.05,0.08,0.15,0.61,0.17,0.49,0.17,0,0.08,0.28,4.33,0.05,0.15,13.78,4.59,0.22,0.03,0.06,0.73,0.18,0.1,0.3,0.44,0.07,0.75,0.18,0.1,0.52,0.9,0.29,0.02,0.16,0.1,1.78,0.05,0.62,12.1,0.69,0.2,0.1,0,0.35,0.1,0.19,0.04,3.56,21.47,0.66
P475           ,coho,4.58,0.05,0.02,0.03,4.1,0.07,0.04,0.06,0.17,0.06,0.42,0.01,0.01,0.16,17.38,0.46,0.27,6.4,0.24,0.06,0.09,0.16,0.11,0.79,0.28,0.52,0.37,0,0.14,0.52,3.64,0.08,0.34,13.32,4.42,0.3,0.06,0.07,1.38,0.14,0.16,0.2,1.38,0.07,2.26,0.2,0.08,0.31,0.6,0.24,0.04,0.2,0.14,1.69,0.11,1.43,12.33,0.28,0.11,0.05,0.01,0.5,0.11,0.17,0.06,4.66,15.49,0.48
P476           ,coho,4.45,0.06,0.02,0.03,3.84,0.08,0.03,0.06,0.17,0.06,0.43,0.01,0.01,0.16,17,0.46,0.26,5.83,0.24,0.05,0.08,0.17,0.13,0.65,0.33,0.44,0.4,0,0.14,0.43,3.86,0.09,0.43,12.83,4.11,0.34,0.06,0.06,1.41,0.13,0.16,0.16,1.38,0.07,2.16,0.16,0.1,0.38,0.75,0.28,0.03,0.24,0.15,1.97,0.14,1.62,11.51,0.3,0.13,0.06,0.02,0.48,0.13,0.2,0.07,5.18,16.91,0.45
P477           ,coho,3.33,0.05,0.02,0.03,3.79,0.09,0.03,0.05,0.16,0.06,0.35,0.01,0.01,0.22,18.47,0.42,0.2,5.67,0.19,0.03,0.09,0.18,0.09,0.77,0.28,0.45,0.26,0,0.13,0.43,4.26,0.05,0.08,11.55,4.79,0.17,0.06,0.07,1.18,0.13,0.15,0.21,1.28,0.06,1.9,0.16,0.1,0.5,0.52,0.29,0.02,0.14,0.12,2.15,0.08,0.89,12.68,0.51,0.12,0.06,0.01,0.46,0.13,0.23,0.06,4.88,17.11,0.42
P478           ,coho,2.99,0.05,0.02,0.02,3.08,0.08,0.02,0.04,0.11,0.04,0.26,0.01,0.01,0.21,17.47,0.34,0.21,4.74,0.14,0.06,0.07,0.12,0.19,0.55,0.21,0.34,0.2,0,0.09,0.31,4.28,0.07,0.2,14.33,4.09,0.24,0.05,0.06,0.84,0.14,0.12,0.18,0.69,0.08,1.04,0.16,0.1,0.98,1.32,0.31,0.05,0.16,0.1,1.91,0.08,0.71,11.47,1.02,0.31,0.09,0.01,0.36,0.13,0.23,0.06,4.38,19.99,0.8
P479           ,coho,3.93,0.04,0.01,0.02,3.07,0.08,0.02,0.05,0.12,0.04,0.26,0,0.01,0.17,16.59,0.34,0.26,5.63,0.14,0.04,0.07,0.13,0.17,0.59,0.22,0.34,0.26,0,0.1,0.31,4.71,0.06,0.19,18.41,4.35,0.22,0.07,0.07,0.98,0.13,0.12,0.2,0.73,0.08,1.08,0.17,0.11,0.67,1.05,0.29,0,0.15,0.12,1.27,0.33,0.71,10.76,0.69,0.19,0.08,0,0.36,0.12,0.21,0.05,4.34,17.22,0.66
P480           ,coho,2.28,0.02,0.02,0.01,2.33,0.18,0.01,0.03,0.06,0.03,0.2,0,0.01,0.21,18.04,0.22,0.19,3.92,0.12,0.04,0.06,0.1,0.21,0.44,0.19,0.41,0.15,0,0.17,0.26,4.28,0.05,0.28,16.34,3.86,0.34,0.03,0.05,0.64,0.24,0.08,0.29,0.3,0.1,0.61,0.22,0.11,0.68,1.83,0.28,0.03,0.16,0.09,1.23,0.48,0.61,10.64,1.55,0.3,0.13,0,0.33,0.09,0.17,0.04,3.55,21.59,0.85
P481           ,coho,4.95,0.02,0,0,0.69,0.05,0.01,0,0.05,0.03,0.28,0,0,0.27,17.24,0.29,0.39,1.29,0.19,0.01,0.01,0.12,0.49,0.05,0.28,0.04,0.19,0,0.09,0.46,4.39,0.09,0.28,8.56,4.13,0.28,0.07,0.03,0.35,0.17,0.07,0.08,0.12,0.02,0.1,0.06,0.06,0.22,0.92,0.19,0.02,0.18,0.05,4.12,0.05,0.2,15.63,0.15,0.06,0.05,0.13,0.2,0.28,0.41,0,2.3,33.03,0.52
P482           ,coho,4.03,0.02,0,0.01,0.63,0.06,0.01,0,0.05,0.05,0.3,0,0,0.42,16.37,0.29,0.3,1.32,0.19,0.01,0.02,0.17,0.37,0.05,0.38,0.04,0.23,0,0.13,0.72,4.03,0.2,0.29,7.81,4.32,0.31,0.06,0.03,0.48,0.18,0.09,0.08,0.15,0.03,0.13,0.09,0.07,0.31,1.01,0.28,0.02,0.25,0.06,4.36,0.09,0.27,17.2,0.16,0.06,0.06,0.01,0.26,0.41,0.47,0.01,2.6,31.14,0.57
P483           ,coho,3.66,0.05,0.02,0.01,0.99,0.04,0.02,0.02,0.06,0.09,0.32,0.01,0.01,0.32,15.6,0.3,0.33,2.54,0.19,0.02,0.03,0.29,0.33,0.17,0.44,0.12,0.28,0,0.14,0.44,4.6,0.15,0.1,9.56,5.55,0.26,0.05,0.05,0.77,0.4,0.13,0.11,0.21,0.05,0.25,0.07,0.08,0.19,0.87,0.37,0.02,0.32,0.09,4.53,0.09,0.43,22.83,0.15,0.06,0.08,0.02,0.58,0.4,0.42,0.01,2.64,20.12,0.36
P204,eulachon,7.7,0.07,0.02,0.02,6.38,0.09,0.02,0.1,0.12,0.04,0.19,0.01,0.01,0.13,18.8,0.21,0.3,3.91,0.14,0.04,0.03,0.09,0.09,0.29,0.07,0.2,0.27,0,0.21,0.18,4.92,0.06,0.17,43.64,4.62,0.19,0.05,0.06,0.6,0.04,0.08,0.07,0.12,0.03,0.38,0.02,0.15,0.25,0.66,0.19,0.04,0.1,0.06,0.46,0.03,0.07,1.97,0.66,0.19,0.15,0.04,0.3,1.54,0.27,0.1,0.53,4.48,0.67
P205,eulachon,5.93,0.09,0.02,0.01,5.94,0.08,0.03,0.13,0.07,0.03,0.1,0,0,0.11,14.29,0.11,0.32,2.96,0.07,0.02,0.01,0.06,0.05,0.13,0.07,0.08,0.16,0,0.17,0.19,4.76,0.03,0.18,49.86,3.29,0.13,0.05,0.03,0.38,0.02,0.04,0.05,0.07,0.01,0.07,0.02,0.15,0.14,0.42,0.14,0.03,0.07,0.05,0.63,0.08,0.05,1.64,0.27,0.21,0.09,0.14,0.39,3.32,0.5,0.17,1,5.51,0.75
P206,eulachon,5.15,0.07,0.02,0.03,5.9,0.11,0.02,0.1,0.11,0.04,0.17,0.01,0,0.15,17.45,0.17,0.24,3.45,0.11,0.03,0.02,0.08,0.09,0.21,0.09,0.13,0.24,0,0.18,0.1,4.54,0.04,0.18,41.15,3.98,0.17,0.03,0.04,0.55,0.03,0.07,0.06,0.14,0.03,0.29,0.02,0.16,0.16,0.93,0.19,0.04,0.1,0.06,0.63,0.07,0.08,2.21,1.08,0.26,0.13,0.18,0.41,2.38,0.43,0.2,0.94,7.85,0.76
P207,eulachon,6.43,0.09,0.02,0.02,5.63,0.08,0.02,0.11,0.08,0.02,0.13,0,0,0.1,14.43,0.12,0.29,2.85,0.07,0.01,0.01,0.06,0.07,0.14,0.07,0.08,0.19,0,0.19,0.05,4.87,0.04,0.18,48.33,3.35,0.15,0.05,0.04,0.38,0.02,0.05,0.05,0.06,0.02,0.09,0.01,0.16,0.1,0.43,0.14,0.03,0.06,0.04,0.44,0.05,0.05,1.35,0.36,0.24,0.1,0.13,0.58,6.19,0.58,0.19,0.81,4.65,0.73
P208,eulachon,7.83,0.1,0.02,0.02,7.36,0.09,0.03,0.13,0.1,0.04,0.18,0,0,0.09,16.89,0.19,0.36,4.09,0.1,0.03,0.03,0.09,0.07,0.3,0.07,0.17,0.26,0,0.18,0.13,4.95,0.04,0.19,48.77,4.6,0.17,0.03,0.05,0.53,0.04,0.07,0.06,0.1,0.02,0.18,0.02,0.19,0.15,0.55,0.21,0.04,0.07,0.04,0.36,0.05,0.05,1,0.45,0.23,0.13,0.1,0.21,0.83,0.08,0.11,0.59,3.17,0.58
P209,eulachon,10.28,0.12,0.02,0.02,8.47,0.09,0.03,0.14,0.08,0.03,0.18,0.01,0.01,0.09,17.46,0.21,0.3,4.63,0.09,0.02,0.04,0.09,0.05,0.54,0.05,0.23,0.24,0,0.16,0.22,4.5,0.04,0.19,45.79,5.02,0.17,0.04,0.07,0.51,0.05,0.07,0.06,0.11,0.02,0.19,0.04,0.17,0.1,0.4,0.23,0.04,0.08,0.04,0.45,0.03,0.06,1.49,0.32,0.17,0.13,0.11,0.24,1.7,0.22,0.1,0.51,2.56,0.41
P210,eulachon,3.72,0.08,0.03,0.03,4.22,0.1,0.02,0.08,0.07,0.03,0.11,0.01,0,0.21,14.32,0.1,0.28,2.22,0.08,0.03,0.02,0.06,0.12,0.12,0.07,0.06,0.14,0,0.26,0.3,4.68,0.01,0.09,37.72,3.39,0.14,0.03,0.03,0.42,0.03,0.05,0.05,0.11,0.03,0.16,0,0.15,0.19,0.58,0.13,0.05,0.08,0.05,1.02,0.09,0.1,3.52,0.78,0.32,0.13,0.09,0.68,7.57,0.82,0.18,1.02,11.21,1.06
P211,eulachon,5.17,0.08,0.02,0.01,5.15,0.09,0.02,0.11,0.07,0.03,0.1,0,0,0.13,13.7,0.12,0.32,2.54,0.06,0.02,0.01,0.05,0.06,0.11,0.07,0.06,0.16,0,0.2,0.29,4.79,0.04,0.19,49.4,3.24,0.16,0.07,0.05,0.35,0.03,0.04,0.03,0.06,0.01,0.06,0,0.17,0.16,0.56,0.15,0.05,0.07,0.04,0.65,0.09,0.05,2.08,0.48,0.29,0.12,0.17,0.68,2.54,0.43,0.42,1.04,6.63,1.06
P212,eulachon,6.24,0.08,0.03,0.02,4.37,0.11,0.02,0.09,0.09,0.04,0.13,0,0,0.18,14.89,0.16,0.23,2.43,0.09,0.02,0.02,0.07,0.13,0.16,0.08,0.1,0.2,0,0.22,0.07,4.34,0.05,0.18,37.19,3.73,0.16,0.06,0.04,0.46,0.03,0.06,0.06,0.12,0.05,0.22,0.04,0.16,0.23,0.65,0.15,0.03,0.08,0.05,0.87,0.07,0.09,3.01,1.05,0.28,0.13,0.17,0.68,9.23,0.65,0.18,1.14,9.36,0.81
P213,eulachon,5.19,0.08,0.02,0.01,5.75,0.11,0.02,0.11,0.1,0.04,0.14,0,0,0.16,16.73,0.15,0.24,3.08,0.09,0.02,0.02,0.07,0.09,0.21,0.07,0.12,0.21,0,0.24,0.09,5.02,0.05,0.17,42.42,4.08,0.17,0.05,0.05,0.47,0.03,0.06,0.06,0.1,0.03,0.21,0.03,0.17,0.09,0.46,0.16,0.04,0.07,0.06,0.67,0.07,0.07,2.35,0.48,0.24,0.13,0.18,0.58,3.24,0.41,0.11,1.03,7.66,0.73
P214,eulachon,7.15,0.07,0.02,0.02,6.8,0.06,0.02,0.13,0.08,0.04,0.13,0,0,0.09,15.8,0.1,0.29,3.68,0.07,0.02,0.02,0.06,0.05,0.16,0.06,0.09,0.2,0,0.15,0.06,4.45,0.03,0.17,52.94,3.5,0.16,0.05,0.04,0.4,0.02,0.04,0.04,0.08,0.02,0.1,0.01,0.15,0.08,0.39,0.14,0.03,0.05,0.03,0.39,0.05,0.04,1.14,0.24,0.19,0.09,0.12,0.4,1.64,0.18,0.08,0.54,3.18,0.59
P215,eulachon,4.79,0.08,0.02,0.01,5.61,0.07,0.02,0.09,0.07,0.03,0.1,0,0,0.13,14.45,0.12,0.33,2.44,0.05,0.02,0.01,0.06,0.05,0.13,0.08,0.07,0.15,0,0.2,0.25,5.07,0.04,0.17,48.84,3.37,0.14,0.05,0.03,0.39,0.02,0.05,0.04,0.08,0.02,0.09,0.04,0.17,0.1,0.45,0.13,0.03,0.06,0.05,0.66,0.1,0.06,2.13,0.42,0.25,0.12,0.14,0.66,2.24,0.26,0.14,0.95,6.85,0.96
P216,eulachon,7.92,0.08,0.04,0.03,6.78,0.1,0.04,0.12,0.16,0.06,0.29,0.02,0.01,0.1,19.17,0.26,0.25,5.38,0.16,0.03,0.05,0.13,0.1,0.46,0.08,0.31,0.39,0,0.14,0.28,4.69,0.06,0.21,41.64,6,0.21,0.05,0.07,0.71,0.05,0.12,0.09,0.17,0.03,0.42,0.02,0.2,0.43,0.64,0.29,0.04,0.1,0.07,0.46,0.06,0.07,1.4,0.98,0.24,0.22,0.13,0.28,0.49,0.07,0.15,0.42,3.27,0.52
P217,eulachon,6.68,0.09,0.04,0.04,6.36,0.12,0.03,0.13,0.15,0.06,0.26,0.01,0.01,0.13,18.6,0.26,0.26,4.54,0.15,0.04,0.04,0.12,0.12,0.36,0.09,0.24,0.34,0,0.22,0.23,4.62,0.06,0.2,40.72,5.49,0.21,0.07,0.06,0.66,0.04,0.11,0.1,0.16,0.04,0.36,0.02,0.19,0.46,0.66,0.26,0.05,0.1,0.07,0.63,0.07,0.06,2.17,1.04,0.24,0.19,0.08,0.25,0.94,0.15,0.09,0.56,5.02,0.71
P218,eulachon,6.45,0.09,0.03,0.03,6.16,0.11,0.02,0.11,0.12,0.04,0.18,0.01,0,0.13,17.99,0.22,0.28,3.86,0.15,0.02,0.04,0.09,0.13,0.32,0.06,0.22,0.23,0,0.23,0.21,4.59,0.05,0.18,39.73,3.95,0.27,0,0.05,0.47,0.04,0.07,0.06,0.11,0.04,0.36,0.03,0.15,0.22,1.15,0.19,0.04,0.08,0.04,0.51,0.06,0.06,2.1,1.36,0.26,0.12,0.09,0.34,5.24,0.4,0.09,0.57,5.01,0.66
P279,eulachon,10.5,0.07,0.03,0.03,6.69,0.08,0.04,0.12,0.15,0.05,0.28,0.01,0.01,0.09,18.76,0.27,0.32,5.4,0.17,0.03,0.06,0.08,0.1,0.49,0.09,0.3,0.37,0,0.13,0.3,4.36,0.04,0.23,40.98,5.79,0.2,0.05,0.07,0.8,0.06,0.11,0.08,0.19,0.04,0.47,0.03,0.15,0.56,0.79,0.25,0.06,0.1,0.06,0.5,0.04,0.09,2.13,1,0.19,0.15,0.02,0.16,1.12,0.1,0.02,0.35,3.84,0.37
P280,eulachon,11.29,0.16,0.03,0.03,8.62,0.11,0.04,0.17,0.1,0.04,0.2,0.01,0.01,0.08,17.86,0.21,0.24,4.97,0.12,0.02,0.05,0.11,0.06,0.62,0.05,0.23,0.25,0,0.07,0.19,4.67,0.03,0.22,42.83,5.89,0.17,0.02,0.08,0.51,0.06,0.07,0.08,0.09,0.02,0.1,0.03,0.22,0.15,0.51,0.28,0.06,0.06,0.05,0.6,0.04,0.06,1.64,0.32,0.17,0.18,0.01,0.14,1.47,0.18,0.22,0.5,3.16,0.51
P281,eulachon,11.45,0.15,0.03,0.03,8.35,0.11,0.04,0.14,0.1,0.04,0.22,0.01,0.01,0.09,18.69,0.25,0.26,5.43,0.14,0.02,0.05,0.12,0.07,0.69,0.05,0.25,0.26,0,0.09,0.23,4.32,0.02,0.2,42.15,6.05,0.2,0.03,0.09,0.53,0.07,0.08,0.06,0.1,0.02,0.19,0.03,0.2,0.11,0.48,0.27,0.06,0.06,0.05,0.56,0.04,0.06,1.71,0.23,0.14,0.16,0.02,0.14,1.15,0.17,0.04,0.57,3.43,0.37
P282,eulachon,9.78,0.08,0.02,0.02,6.55,0.06,0.04,0.11,0.11,0.03,0.21,0.01,0.01,0.1,18.26,0.26,0.55,5.6,0.18,0.03,0.08,0.06,0.07,0.41,0.04,0.23,0.28,0,0.1,0.18,3.91,0.03,0.17,43.52,5.17,0.19,0.47,0.08,0.6,0.07,0.11,0.08,0.14,0.03,0.51,0.03,0.12,0.12,0.4,0.2,0.06,0.07,0.05,0.45,0.05,0.08,2.67,0.21,0.11,0.12,0.02,0.17,0.47,0.09,0.03,0.44,5.04,0.31
P283,eulachon,12.55,0.13,0.03,0.03,8.42,0.1,0.04,0.15,0.1,0.03,0.21,0.01,0.01,0.07,17.57,0.25,0.29,5.46,0.13,0.02,0.05,0.11,0.06,0.68,0.06,0.27,0.27,0,0.07,0.25,4.4,0.03,0.21,44.16,5.82,0.19,0.04,0.08,0.57,0.07,0.08,0.07,0.13,0.02,0.23,0.03,0.2,0.22,0.64,0.27,0.06,0.07,0.04,0.46,0.02,0.06,1.8,0.56,0.16,0.17,0.04,0.31,0.17,0.19,0.11,0.31,2.63,0.57
P284,eulachon,12.75,0.16,0.03,0.03,8.78,0.11,0.05,0.14,0.1,0.04,0.22,0.01,0.01,0.08,18.9,0.25,0.29,5.44,0.13,0.02,0.06,0.12,0.05,0.77,0.05,0.34,0.27,0,0.08,0.32,4.67,0.03,0.21,41.65,6.39,0.18,0.04,0.1,0.55,0.08,0.08,0.09,0.11,0.01,0.24,0.05,0.21,0.08,0.4,0.31,0.06,0.06,0.05,0.56,0.05,0.06,1.75,0.41,0.14,0.18,0.03,0.16,0.6,0.08,0.04,0.44,2.79,0.32
P285,eulachon,13.15,0.08,0.03,0.02,7.16,0.08,0.04,0.13,0.12,0.04,0.24,0.01,0.01,0.07,19.39,0.22,0.31,5.78,0.16,0.03,0.06,0.07,0.06,0.53,0.05,0.36,0.3,0,0.11,0.32,3.96,0.03,0.17,44.18,5.48,0.18,0.05,0.07,0.58,0.06,0.1,0.07,0.14,0.02,0.42,0.03,0.15,0.19,0.49,0.23,0.06,0.09,0.05,0.46,0.05,0.06,1.52,0.46,0.14,0.14,0.03,0.15,0.77,0.09,0.03,0.3,3.02,0.32
P286,eulachon,10.97,0.09,0.02,0.01,7.56,0.08,0.03,0.12,0.08,0.03,0.16,0.01,0,0.07,17.18,0.16,0.28,4.39,0.1,0.02,0.03,0.04,0.05,0.36,0.06,0.17,0.22,0,0.07,0.13,4.52,0,0.17,50.37,4.47,0.18,0.05,0.06,0.46,0.04,0.06,0.05,0.08,0.01,0.16,0.02,0.15,0.08,0.42,0.2,0.06,0.06,0.04,0.43,0.03,0.05,1.39,0.16,0.12,0.11,0.06,0.17,0.53,0.12,0.05,0.36,3.07,0.22
P287,eulachon,8.91,0.08,0.02,0.02,6.74,0.07,0.02,0.12,0.09,0.03,0.15,0,0,0.08,17.98,0.13,0.25,3.67,0.1,0.02,0.02,0.08,0.05,0.24,0.05,0.14,0.21,0,0.09,0.11,4.91,0,0.13,49.16,4.12,0.12,0.02,0.04,0.42,0.03,0.06,0.06,0.07,0.02,0.18,0.02,0.14,0.1,0.5,0.16,0.06,0.06,0.04,0.42,0.05,0.05,1.55,0.4,0.15,0.13,0.06,0.19,0.93,0.21,0.08,0.39,4.06,0.43
P288,eulachon,10.55,0.15,0.03,0.03,8.7,0.13,0.04,0.16,0.1,0.03,0.21,0.01,0.01,0.08,18.17,0.39,0.34,5.49,0.18,0.03,0.06,0.07,0.05,0.65,0.07,0.3,0.28,0,0.07,0.25,4.5,0.07,0.22,42.39,6.46,0.35,0.24,0.09,0.53,0.06,0.08,0.06,0.1,0.02,0.21,0.03,0.2,0.12,0.43,0.27,0.06,0.06,0.05,0.42,0.04,0.05,1.4,0.26,0.15,0.15,0.04,0.17,0.92,0.2,0.06,0.46,2.72,0.39
P289,eulachon,8.56,0.09,0.02,0.02,6.1,0.08,0.05,0.1,0.09,0.03,0.19,0.01,0,0.1,16.75,0.26,0.72,5.42,0.15,0.03,0.09,0.06,0.07,0.42,0.06,0.2,0.26,0,0.09,0.13,3.45,0,0.16,41.02,5.16,0.16,0.81,0.09,0.56,0.08,0.1,0.07,0.15,0.03,0.41,0.03,0.12,0.09,0.35,0.19,0.06,0.07,0.06,0.7,0.04,0.09,4.5,0.15,0.1,0.1,0.06,0.34,1.02,0.18,0.09,0.87,6.69,0.34
P290,eulachon,10.72,0.09,0.02,0.02,7.24,0.07,0.04,0.13,0.1,0.03,0.19,0.01,0.01,0.08,17.66,0.19,0.34,4.69,0.12,0.02,0.04,0.1,0.07,0.41,0.06,0.21,0.27,0,0.1,0.18,4.34,0,0.13,45.45,4.85,0.14,0.02,0.04,0.54,0.05,0.07,0.06,0.11,0.02,0.24,0.01,0.15,0.09,0.42,0.21,0.06,0.07,0.04,0.46,0.04,0.06,1.48,0.14,0.12,0.12,0.02,0.19,2.72,0.34,0.08,0.53,3.79,0.39
P291,eulachon,12.05,0.06,0.03,0.03,5.98,0.08,0.05,0.11,0.16,0.04,0.32,0.01,0.01,0.1,19.46,0.37,0.55,6.55,0.22,0.04,0.08,0.15,0.11,0.54,0.07,0.33,0.41,0,0.15,0.33,3.4,0,0.24,36.85,6.26,0.22,0.22,0.08,0.79,0.08,0.13,0.08,0.23,0.03,0.79,0.03,0.12,0.26,0.52,0.24,0.06,0.11,0.06,0.55,0.03,0.1,3.63,0.51,0.14,0.14,0.03,0.21,0.58,0.08,0.04,0.56,5.97,0.36
P292,eulachon,13.68,0.13,0.02,0.03,8.3,0.09,0.05,0.16,0.1,0.03,0.22,0.01,0.01,0.08,18.61,0.28,0.37,5.88,0.17,0.03,0.07,0.11,0.06,0.64,0.07,0.29,0.27,0,0.08,0.25,3.93,0,0.14,42.81,5.66,0.19,0.37,0.08,0.51,0.07,0.08,0.07,0.13,0.02,0.31,0.03,0.16,0.15,0.42,0.24,0.06,0.06,0.04,0.4,0.04,0.07,2.25,0.22,0.13,0.14,0.03,0.21,0.63,0.14,0.06,0.52,2.99,0.3
P293,eulachon,10.52,0.09,0.03,0.02,7.19,0.08,0.04,0.12,0.12,0.04,0.21,0.01,0.01,0.09,17.58,0.2,0.32,4.93,0.13,0.02,0.04,0.11,0.08,0.44,0.07,0.25,0.3,0,0.11,0.21,4.06,0,0.13,43.97,5.03,0.14,0.03,0.06,0.64,0.05,0.08,0.06,0.14,0.02,0.35,0.02,0.13,0.17,0.46,0.2,0.06,0.08,0.05,0.42,0.05,0.06,1.51,0.42,0.13,0.12,0.03,0.21,2.66,0.35,0.09,0.48,4.39,0.34
P294,herring,11.8,0.07,0.02,0.02,4.65,0.19,0.02,0.07,0.14,0.04,0.31,0.01,0.01,0.07,17.46,0.31,0.13,6.08,0.18,0.03,0.08,0.12,0.14,0.62,0.78,0.43,0.26,0,0.12,0.58,2.25,0.06,0.34,18.67,3.64,0.33,0.04,0.04,0.87,0.12,0.11,0.08,0.42,0.05,1.08,0.09,0.19,2.83,4.91,0.25,0.06,0.16,0.07,0.61,0.05,0.29,8.78,8.59,0.48,0.19,0,0.31,0.24,0.1,0.05,0.86,9.26,0.64
